epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,568.92,0.65551,0.65967,1.10773,0.9556,0.93707,0.96507,0.91088,0.34888,0.33246,0.84325,0.00820525,0.00820525,0.00820525
16,606.408,0.63972,0.62769,1.09362,0.94408,0.94487,0.96789,0.90974,0.35001,0.33333,0.84575,0.00795954,0.00795954,0.00795954
17,643.817,0.62963,0.61875,1.09426,0.97126,0.93633,0.9667,0.91857,0.32857,0.31155,0.83694,0.00770234,0.00770234,0.00770234
18,681.51,0.61912,0.61122,1.08508,0.97652,0.93278,0.97085,0.92513,0.31965,0.30521,0.83272,0.00743468,0.00743468,0.00743468
19,719.116,0.60229,0.58396,1.07422,0.96899,0.94685,0.96796,0.92719,0.30766,0.29011,0.82298,0.00715761,0.00715761,0.00715761
20,756.602,0.59241,0.57187,1.06906,0.96139,0.93223,0.96613,0.8979,0.39432,0.36859,0.8705,0.00687222,0.00687222,0.00687222
21,794.371,0.58527,0.56707,1.06573,0.97317,0.94696,0.97355,0.93716,0.29343,0.28001,0.82555,0.00657963,0.00657963,0.00657963
22,832.071,0.57207,0.54698,1.05851,0.98532,0.94152,0.97485,0.93837,0.28799,0.26632,0.81226,0.00628101,0.00628101,0.00628101
23,869.592,0.56684,0.53513,1.05633,0.96434,0.92103,0.96812,0.92528,0.30619,0.32066,0.83501,0.00597754,0.00597754,0.00597754
24,906.863,0.5589,0.52507,1.05055,0.98111,0.93889,0.97038,0.93843,0.2672,0.2631,0.80327,0.0056704,0.0056704,0.0056704
25,944.183,0.54668,0.51626,1.04603,0.97868,0.94581,0.97598,0.94641,0.25688,0.25781,0.80034,0.00536081,0.00536081,0.00536081
26,981.721,0.54618,0.51516,1.04496,0.96964,0.95317,0.97609,0.9466,0.25259,0.24997,0.79294,0.00505,0.00505,0.00505
27,1019.29,0.52198,0.48961,1.03146,0.97308,0.95318,0.97594,0.94774,0.24923,0.25144,0.79857,0.00473919,0.00473919,0.00473919
28,1057.67,0.51966,0.48702,1.03124,0.97244,0.95286,0.97874,0.95231,0.23835,0.2362,0.79101,0.0044296,0.0044296,0.0044296
29,1095.9,0.51453,0.47355,1.02723,0.97791,0.95176,0.97834,0.95255,0.2356,0.23029,0.78855,0.00412246,0.00412246,0.00412246
30,1134.42,0.50286,0.46379,1.02448,0.97999,0.94979,0.97714,0.95319,0.22835,0.22305,0.78658,0.00381899,0.00381899,0.00381899
31,1172.27,0.49273,0.45173,1.01573,0.98127,0.95178,0.97972,0.95753,0.22578,0.22545,0.78719,0.00352037,0.00352037,0.00352037
32,1210.28,0.48665,0.44794,1.01329,0.98186,0.95304,0.98067,0.95894,0.21829,0.21868,0.78413,0.00322778,0.00322778,0.00322778
33,1247.99,0.48322,0.4442,1.01411,0.97542,0.95439,0.98007,0.95818,0.21803,0.21431,0.78563,0.00294239,0.00294239,0.00294239
34,1285.99,0.47476,0.43206,1.00773,0.97571,0.955,0.98048,0.95923,0.20952,0.21336,0.78003,0.00266532,0.00266532,0.00266532
35,1323.48,0.46872,0.42631,1.00529,0.97894,0.9561,0.9814,0.96059,0.20467,0.20625,0.77707,0.00239766,0.00239766,0.00239766
36,1360.49,0.4594,0.41748,1.00056,0.97432,0.96013,0.98123,0.9628,0.201,0.20558,0.77715,0.00214046,0.00214046,0.00214046
37,1397.88,0.45592,0.41776,1.00052,0.97769,0.95581,0.97977,0.96,0.20449,0.20414,0.77799,0.00189475,0.00189475,0.00189475
38,1435.16,0.45007,0.40813,0.99681,0.98363,0.94868,0.98038,0.96201,0.19766,0.19812,0.77334,0.00166149,0.00166149,0.00166149
39,1472.44,0.44231,0.40019,0.99115,0.97631,0.95809,0.9805,0.9622,0.19664,0.20074,0.77492,0.00144161,0.00144161,0.00144161
40,1510.1,0.43608,0.39037,0.98747,0.98023,0.95552,0.98023,0.96192,0.19403,0.19345,0.77297,0.00123596,0.00123596,0.00123596
41,1566.65,0.34976,0.30915,0.93762,0.97279,0.95767,0.98051,0.9617,0.20013,0.19972,0.77589,0.00104537,0.00104537,0.00104537
42,1603.87,0.33355,0.29445,0.92684,0.97623,0.95385,0.98232,0.96342,0.19432,0.19478,0.77474,0.000870577,0.000870577,0.000870577
43,1641.03,0.3235,0.28333,0.91924,0.97753,0.9559,0.9824,0.96552,0.19008,0.18881,0.77337,0.000712282,0.000712282,0.000712282
44,1677.9,0.31627,0.27801,0.91477,0.97953,0.95799,0.98329,0.96585,0.18985,0.18617,0.77214,0.000571106,0.000571106,0.000571106
45,1715.03,0.31191,0.27044,0.91471,0.97951,0.95254,0.98275,0.96614,0.18642,0.18537,0.77107,0.000447606,0.000447606,0.000447606
46,1752.17,0.30895,0.26772,0.91456,0.9806,0.95288,0.98336,0.96723,0.18583,0.18421,0.77102,0.00034227,0.00034227,0.00034227
47,1789.39,0.30383,0.26297,0.90992,0.98156,0.95196,0.98341,0.96789,0.18373,0.18046,0.77026,0.000255513,0.000255513,0.000255513
48,1826.38,0.30392,0.26198,0.90773,0.97474,0.95893,0.98394,0.96799,0.18304,0.18213,0.77031,0.000187678,0.000187678,0.000187678
49,1863.35,0.30104,0.2601,0.90659,0.97409,0.95942,0.98403,0.96849,0.18317,0.18086,0.77084,0.000139032,0.000139032,0.000139032
50,1900.03,0.29649,0.25586,0.90304,0.97523,0.95981,0.98405,0.96815,0.18219,0.18099,0.76948,0.000109768,0.000109768,0.000109768
